first_name,name,call_type,call_year,host_institution,project_acronym,snsf_fis,snsf_grants_before,had_snsf_grants_before,Applicant,ApplicantNumber
Bertrand Philippe,MEYER,AdG,2011,Eidgenössische Technische Hochschule Zürich,CME,"Applicant Project funding;2011;137931;Complete and Verifiable Contracts||Applicant Project funding;2010;134976;Automated Support for Invariant Inference||Applicant Project funding;2010;134974;Large Scale Automatic Testing||Applicant Project funding;2007;117995;Scientific Assessment of Testing Strategies (SATS)||Applicant Project funding;2006;113808;Object-oriented Dynamic Evolution (ODE)||Applicant Project funding;2005;112172;Distributed SCOOP: Concurrent Object-Riented Programming for Distribution, Web Services and Transactions||Applicant Project funding;2002;100498;SCOOP: Environment for dependable distributed and reliable object-oriented computing, based on the principles of Design by Contact",7,TRUE,Meyer Bertrand,500259
Ernst,MEYER,AdG,2018,Universität Basel,ULTRADISS,Applicant National Research Programmes (NRPs);2017;177354;Fast Assessment of antibiotic resistance in bacteria by using nanomechanical arrays||Applicant Project funding;2017;175501;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2015;162512;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Co-applicant Interdisciplinary projects;2014;156236;Harvesting light at a p-type semiconductor interface||Applicant Project funding;2013;149713;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2011;137917;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2011;137682;AFRI - Atomic Scale Friction and ACOF -Active Control of Friction||Applicant Sinergia;2011;136287;Understanding nanofriction and dissipation across phase transitions||Applicant Project funding;2009;126651;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding (special);2007;120202;ACOF - Active Control of Friction||Applicant Project funding (special);2007;120206;AFRI - Atomic Scale Friction||Applicant Project funding;2007;117610;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2006;113496;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2005;109204;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2004;105373;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2003;101465;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2002;67711;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Applicant Project funding;2001;65294;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Co-applicant Project funding;2000;61453;Neue Einsichten in die Sonden-Proben-Wechselwirkung bei den Rastersondenmethoden||Co-applicant Project funding;1999;56820;Nanowissenschaften - Beiträge von Einzelatom und Einzelmolekül untersucht mit Rastersondenmethoden.||Co-applicant Project funding;1998;55857;Molecular interaction forces at solid-liquid interfaces: Strategies for the bottom-up assembly and selective modification of supramolecular structures||Co-applicant Project funding;1998;53825;Fortschritte auf dem Gebiet der kondensierten Materie durch Rastersondenmethoden,22,TRUE,Meyer Ernst,20584
Gerhard,MEYER,AdG,2011,IBM Research GmbH,CEMAS,NA,0,FALSE,NA,NA
Philippe,MICHEL,AdG,2008,Ecole Polytechnique Fédérale de Lausanne,EQUIARITH,"Applicant Project funding;2008;125291;Moments de fonctions L, sous-convexite et Applications",1,TRUE,Michel Philippe,554361
Grigory,MIKHALKIN,AdG,2009,Université de Genève,TROPGEO,"Co-applicant Project funding;2009;126817;Algèbre, Analyse, Géométrie et Physique||Applicant Project funding;2008;125070;Tropical homology theories",2,TRUE,Mikhalkin Grigory,554533
Michel,MILINKOVITCH,AdG,2018,Université de Genève,EVOMORPHYS,"Applicant Project funding;2017;179431;Evaluating the roles of geometry and physical processes in the development and evolution of skin appendages and skin colour patterns in reptiles||Applicant Interdisciplinary projects;2015;162743;EvoDevo and Physics of Skin Colours||Applicant Project funding;2014;159675;Evolutionary developmental genetics of phenotypic novelties and convergences||Applicant Project funding;2011;140785;Evolutionary developmental genetics of ?phenotypic novelties and convergences||Applicant Sinergia;2010;132430;UNITED LIVING COLOURS “dot CH”: Integrating Evolutionary Developmental Genetics, 3D Computer Graphics, and Natural Photonics for deciphering variation & complexity in reptilian colour traits||Applicant Project funding;2008;125060;From patterns to processes: bottom-up and top-down approaches for investigating the emergence of phenotypic novelties and convergences in evolution",6,TRUE,Milinkovitch Michel,536783
Siddhartha,MISHRA,StG,2012,Eidgenössische Technische Hochschule Zürich,SPARCCLE,Co-applicant Project funding;2012;146355;Computational Magnetohydrodynamics with Discrete Differential Forms,1,TRUE,Mishra Siddhartha,592073
Sara,MITRI,StG,2016,Université de Lausanne,EVOMICROCOMM,Applicant Ambizione;2014;154736;The evolution of social interactions in microbial communities,1,TRUE,Mitri Sara,551119
Daniel,MOECKLI,CoG,2017,Universität Zürich,LIDD,NA,0,FALSE,NA,NA
Jean‐François,MOLINARI,StG,2009,Ecole Polytechnique Fédérale de Lausanne,UFO,Co-applicant Interdivisional projects;2009;126753;BIOSIMULATION DE LA DILATATION DES VENTRICULES CEREBRAUX DANS L’HYDROCEPHALIE A PRESSION NORMALE||Applicant Project funding;2008;122046;Multiscale modeling of adhesion and nanotribology,2,TRUE,Molinari Jean-François,542090
Nicolas,MONOD,AdG,2010,Ecole Polytechnique Fédérale de Lausanne,RIGIDITY,"Co-applicant Sinergia;2009;130435;Groupes sofiques: algèbre, analyse et dynamique||Co-applicant Project funding;2009;126817;Algèbre, Analyse, Géométrie et Physique||Co-applicant Project funding;2008;121675;Algèbre, Analyse, Géométrie et Physique||Applicant Project funding;2007;117596;Algèbre, Analyse, Géométrie et Physique||Co-applicant Project funding;2006;113256;Algèbre, Analyse, Géométrie et Physique",5,TRUE,Monod Nicolas,135089
Eduardo,MORENO,CoG,2013,Universität Bern,CELLFITNESS,Applicant Project funding;2011;138359;Genetic study of cell competition in Drosophila,1,TRUE,Moreno Eduardo,126979
Andreas,MORTENSEN,AdG,2011,Ecole Polytechnique Fédérale de Lausanne,PhaseNanoCracker,Applicant Project funding;2011;137685;Capillarity in pressure-infiltration of ceramic particle preforms by molten metal||Applicant Project funding;2009;130003;Microcast aluminium||Applicant Project funding;2008;124521;Capillarity in pressure-infiltration of ceramic particle preforms by molten metal||Applicant Project funding;2007;118213;Replicated Microcellular Aluminium||Applicant Project funding;2007;117750;Microcast Aluminium||Applicant Project funding;2005;109188;Replicated microcellular aluminium||Applicant Project funding;2004;107556;Deformation and Fracture of particle-reinforced Metal Matrix Composites produced by Pressure Infiltration||Applicant Project funding;2002;100287;Deformation and Fracture of particle-reinforced Metal Matrix Composites produced by Pressure Infiltration||Applicant Project funding;2002;100179;Replicated microcellular aluminium||Applicant Project funding;2000;63575;Deformation and Fracture of particle-reinforced Metal Matrix Composites produced by Pressure Infiltration||Applicant Project funding;1999;58839;Replicated microcellular aluminium||Applicant Project funding;1998;55291;Infiltrated particle reinforced metals,12,TRUE,Mortensen Andreas,81815
Kirsten,MOSELUND,StG,2015,IBM Research GmbH,PLASMIC,NA,0,FALSE,NA,NA
Victor,MOUGEL,StG,2019,Eidgenössische Technische Hochschule Zürich,HEINE,NA,0,FALSE,NA,NA
Thomas,MRSIC-FLOGEL,CoG,2013,Universität Basel,NeuroVision,NA,0,FALSE,NA,NA
Oliver,MÜHLEMANN,StG,2007,Universität Bern,MRNA QUALITY,Co-applicant Project funding;2007;119109;Training in molecular biologySwiss committee for molecular biology (SKMB)||Applicant Project funding;2006;113878;Quality control of gene expression: mechanisms for recognition and elimination of nonsense mRNA||Applicant Project funding;2003;102159;Investigation of the nuclear aspects of nonsense-mediated mRNA decay||Applicant Project funding;2000;61720;Molecular characterization of nonsense-mediated mRNA down-regulation of non-productively rearranged Ig-mu and TCR-beta genes,4,TRUE,Mühlemann Oliver,95476
Christoph,MÜLLER,CoG,2018,Eidgenössische Technische Hochschule Zürich,AMADEUS,"Co-applicant Sinergia;2018;183495;Tailored CO2 Hydrogenation Catalysts for Selective Methanol Synthesis via Structure-Activity Relationship across Time and Length Scale||Applicant Project funding;2018;182692;Understanding multi-phase particulate systems: from (reactive) gas-fluidized beds to dense suspensions via advanced magnetic resonance imaging (MRI) and Lagrangian modeling||Applicant Project funding;2016;170084;Intestinal tissue resident memory T cells in inflammation and homeostasis||Applicant Project funding;2014;156015;Next generation CaO-based CO2 sorbents: X-ray absorption spectroscopy and advanced electron microscopy techniques||Co-applicant Sinergia;2014;154414;The Host-Microbial Superorganism||Applicant Project funding;2013;153290;Advancement of magnetic resonance imaging and discrete element models to probe the dynamics of fluidised beds with unprecedented spatial and temporal resolution||Applicant Project funding;2012;146505;MRI technology and discrete-particle models for studying gas-solid granular systems II||Applicant Project funding;2012;147161;Kommentar zu den Artikeln 1-18 Obligationenrecht||Applicant National Research Programmes (NRPs);2011;136707;Distributed production of ultra-pure hydrogen from woody biomass||Applicant Project funding;2011;138392;Pathophysiology of intestinal intraepithelial lymphocytes: Functional heterogeneity and plasticity of CD8aa TCRab T cells||Co-applicant Sinergia;2011;136286;Recovery of intestinal homeostasis after microbial or immunological challenge||Applicant Project funding;2010;135457;Development of novel, synthetic, calcium-based sorbents for CO2 capture and hydrogen production aided by advanced tomographic techniques on the nano-metre scale||Applicant Project funding;2010;132657;MRI technology and discrete-particle models for studying gas-solid granular systems||Applicant Project funding;2008;122560;Immune reactions in the intestinal mucosa: pathophysiology of intraepithelial lymphocytes||Applicant Project funding;2004;105598;Regulation of immune reactions in the intestinal mucosa: Role of intraepithelial lymphocytes||Co-applicant National Research Programmes (NRPs);2002;68978;Rituale und Ritualisierungen in Familien: Religiöse Dimensionen und intergenerationelle Bezüge||Applicant Project funding;2001;65307;Regulation of immune reactions in the intestinal mucosa||Applicant Project funding;1998;53961;Role of intestinal intraepithelial lymphocytes in the mucosal immune response and in the pathogenesis of colitis in mice",18,TRUE,Müller Christoph,575053
Martin,MÜLLER,StG,2015,Universität Zürich,SynDegrade,"Co-applicant Project funding;2013;152942;Governance in der Regionalentwicklung: Ihre Merkmale und Funktionsweisen am Beispiel Regionaler Naturpärke und der Umsetzung der Neuen Regionalpolitik||Applicant SNSF Professorships;2012;144816;Homeostatic Regulation of Neurotransmitter Release||Applicant SNSF Professorships;2012;144699;Materialising networks: moving knowledge, governing mega-events",3,TRUE,Müller Martin,585362
Ralph,MÜLLER,AdG,2016,Eidgenössische Technische Hochschule Zürich,MechAGE,"Applicant Project funding;2016;170205;Local remodelling and mechanoregulation of bone fracture healing in healthy, aged, and osteoporotic humans||Applicant Interdivisional projects;2010;132779;Cell-based framework for nanoscopic bone imaging and computational fluid dynamics in osteoporosis research||Applicant National Research Programmes (NRPs);2009;131009;EAREG - Ear Tissue Regeneration Using Human Cells and Novel Nano-Cellulose Scaffolds (ERA-Net EuroNanoMedicine)||Co-applicant Interdivisional projects;2008;125114;Micro Finite Element Analysis of Human Bone Structures||Co-applicant Project funding;2006;113950;Micro Finite Element Analysis of Human Bone Structures||Co-applicant Project funding;2005;109267;Influence of macro-pores on the mechanical stability of restored soil||Applicant SNSF Professorships;1999;58097;Micro-Compression: A Novel Technique for Image-Guided Assessment of Bone Failure, Repair and Adaptation",7,TRUE,Müller Ralph,66552
